chemical	alias	source
CIDm10305301	CIDs46936885	DrugBank	DB04088
CIDm00001611	CIDs04369103	DrugBank	DB04089
CIDm00394347	CIDs00394347	DrugBank	DB04090
CIDm00084695	CIDs46936603	DrugBank	DB04091
CIDm00447280	CIDs00447280	DrugBank	DB04092
CIDm00008186	CIDs00008186	DrugBank	DB04093
CIDm00111509	CIDs00111509	DrugBank	DB04094
CIDm00446221	CIDs00446221	DrugBank	DB04095
CIDm05287598	CIDs46936886	DrugBank	DB04096
CIDm00448871	CIDs46936887	DrugBank	DB04097
CIDm00002290	CIDs44308490	DrugBank	DB04098
CIDm00000628	CIDs06336819	DrugBank	DB04099
CIDm17754141	CIDs17754141	DrugBank	DB04100
CIDm00447957	CIDs09547884	DrugBank	DB04101
CIDm00100053	CIDs46936888	DrugBank	DB04102
CIDm04469987	CIDs04469987	DrugBank	DB04103
CIDm00001673	CIDs00001673	DrugBank	DB04104
CIDm00347402	CIDs00347402	DrugBank	DB04105
CIDm00104799	CIDs46936889	DrugBank	DB04106
CIDm03366356	CIDs09600423	DrugBank	DB04107
CIDm05287684	CIDs05287684	DrugBank	DB04108
CIDm05289339	CIDs05289339	DrugBank	DB04109
CIDm00008391	CIDs00008391	DrugBank	DB04110
CIDm16131414	CIDs46936890	DrugBank	DB04111
CIDm04635679	CIDs46936891	DrugBank	DB04112
CIDm00017429	CIDs00017429	DrugBank	DB04113
CIDm00003632	CIDs05288588	DrugBank	DB04114
CIDm00002353	CIDs00002353	DrugBank	DB04115
CIDm00000872	CIDs46936892	DrugBank	DB04116
CIDm00445461	CIDs46936893	DrugBank	DB04117
CIDm05288013	CIDs46936894	DrugBank	DB04118
CIDm00009958	CIDs00009958	DrugBank	DB04120
CIDm00188347	CIDs46936895	DrugBank	DB04121
CIDm00000208	CIDs46936284	DrugBank	DB04122
CIDm00001290	CIDs00001290	DrugBank	DB04123
CIDm54678433	CIDs54715136	DrugBank	DB04124
CIDm00178050	CIDs00178050	DrugBank	DB04125
CIDm00004317	CIDs05288147	DrugBank	DB04126
CIDm00439167	CIDs46876838	DrugBank	DB04127
CIDm00001840	CIDs46936897	DrugBank	DB04128
CIDm00005123	CIDs00440053	DrugBank	DB04129
CIDm00078598	CIDs00078598	DrugBank	DB04130
CIDm05287662	CIDs46936898	DrugBank	DB04131
CIDm00005140	CIDs14389509	DrugBank	DB04132
CIDm00002667	CIDs05287902	DrugBank	DB04133
CIDm00000564	CIDs00000564	DrugBank	DB04134
CIDm00448302	CIDs17753982	DrugBank	DB04135
CIDm05288706	CIDs46936900	DrugBank	DB04136
CIDm00000762	CIDs06335984	DrugBank	DB04137
CIDm00001865	CIDs00001865	DrugBank	DB04139
CIDm00001371	CIDs00445018	DrugBank	DB04140
CIDm00171355	CIDs00447027	DrugBank	DB04141
CIDm00448660	CIDs00448660	DrugBank	DB04142
CIDm00000799	CIDs00444150	DrugBank	DB04143
CIDm10153050	CIDs46936901	DrugBank	DB04144
CIDm00007510	CIDs00007510	DrugBank	DB04145
CIDm05288012	CIDs46936902	DrugBank	DB04146
CIDm00015433	CIDs00015433	DrugBank	DB04147
CIDm00000297	CIDs00000297	DrugBank	DB04148
CIDm00005092	CIDs00448055	DrugBank	DB04149
CIDm05288651	CIDs17754049	DrugBank	DB04150
CIDm00092105	CIDs00092105	DrugBank	DB04151
CIDm05288598	CIDs05288598	DrugBank	DB04152
CIDm00001082	CIDs46936903	DrugBank	DB04153
CIDm05287936	CIDs05287936	DrugBank	DB04154
CIDm00446584	CIDs46936904	DrugBank	DB04155
CIDm03465633	CIDs46936905	DrugBank	DB04156
CIDm00448926	CIDs00448926	DrugBank	DB04157
CIDm00003629	CIDs46936906	DrugBank	DB04158
CIDm04634561	CIDs06857734	DrugBank	DB04159
CIDm00001023	CIDs00001023	DrugBank	DB04160
CIDm00006578	CIDs00006578	DrugBank	DB04161
CIDm00446835	CIDs46936907	DrugBank	DB04162
CIDm00446244	CIDs00446244	DrugBank	DB04163
CIDm04628826	CIDs46936908	DrugBank	DB04164
CIDm00071113	CIDs00071113	DrugBank	DB04165
CIDm00000227	CIDs00000227	DrugBank	DB04166
CIDm00025560	CIDs00182230	DrugBank	DB04167
CIDm00065457	CIDs00065457	DrugBank	DB04168
CIDm00001616	CIDs00001616	DrugBank	DB04169
CIDm00448012	CIDs00448012	DrugBank	DB04170
CIDm00094744	CIDs02724877	DrugBank	DB04171
CIDm03392032	CIDs46936909	DrugBank	DB04172
CIDm00000716	CIDs00439553	DrugBank	DB04173
CIDm00448003	CIDs46936910	DrugBank	DB04174
CIDm00446916	CIDs00446916	DrugBank	DB04175
CIDm00446492	CIDs46936911	DrugBank	DB04176
CIDm00008932	CIDs46936912	DrugBank	DB04177
CIDm00065146	CIDs05313335	DrugBank	DB04178
CIDm00009223	CIDs00009223	DrugBank	DB04179
CIDm00446238	CIDs00446238	DrugBank	DB04180
CIDm17753888	CIDs46936913	DrugBank	DB04181
CIDm05288675	CIDs46936914	DrugBank	DB04182
CIDm00000487	CIDs00000487	DrugBank	DB04183
CIDm00000175	CIDs00000175	DrugBank	DB04184
CIDm00000824	CIDs00065098	DrugBank	DB04185
CIDm00001353	CIDs00445840	DrugBank	DB04186
CIDm00444461	CIDs46936232	DrugBank	DB04187
CIDm00004026	CIDs00004026	DrugBank	DB04188
CIDm00441122	CIDs46936915	DrugBank	DB04189
CIDm00444974	CIDs46936916	DrugBank	DB04190
CIDm00073195	CIDs46936917	DrugBank	DB04191
CIDm00000779	CIDs00012647	DrugBank	DB04193
CIDm00444514	CIDs46936918	DrugBank	DB04194
CIDm00124823	CIDs00124823	DrugBank	DB04195
CIDm00095054	CIDs00095054	DrugBank	DB04196
CIDm00657086	CIDs00657086	DrugBank	DB04197
CIDm00003411	CIDs73425377	DrugBank	DB04198
CIDm00657119	CIDs00657119	DrugBank	DB04199
CIDm00119205	CIDs00119205	DrugBank	DB04200
CIDm00444222	CIDs46936920	DrugBank	DB04201
CIDm00003764	CIDs00003764	DrugBank	DB04202
CIDm00193512	CIDs00193512	DrugBank	DB04203
CIDm00446665	CIDs00446665	DrugBank	DB04204
CIDm00001618	CIDs25021187	DrugBank	DB04205
CIDm05354789	CIDs07000164	DrugBank	DB04206
CIDm00001087	CIDs00160556	DrugBank	DB04207
CIDm00075019	CIDs00075019	DrugBank	DB04208
CIDm00002993	CIDs00002993	DrugBank	DB04209
CIDm05287853	CIDs05287853	DrugBank	DB04210
CIDm05288256	CIDs46936922	DrugBank	DB04211
CIDm05288980	CIDs05288980	DrugBank	DB04212
CIDm00004358	CIDs00004358	DrugBank	DB04213
CIDm00000378	CIDs00000378	DrugBank	DB04214
CIDm00447507	CIDs00447507	DrugBank	DB04215
CIDm05280343	CIDs05280343	DrugBank	DB04216
CIDm00175496	CIDs00175496	DrugBank	DB04217
CIDm00001373	CIDs46936923	DrugBank	DB04218
CIDm00024411	CIDs00444615	DrugBank	DB04219
CIDm03340352	CIDs70789238	DrugBank	DB04220
CIDm00016957	CIDs00016957	DrugBank	DB04221
CIDm00014967	CIDs09543443	DrugBank	DB04222
CIDm00004367	CIDs00135119	DrugBank	DB04223
CIDm00000965	CIDs00637517	DrugBank	DB04224
CIDm04478245	CIDs17754075	DrugBank	DB04225
CIDm00174450	CIDs46936925	DrugBank	DB04226
CIDm00001936	CIDs46936926	DrugBank	DB04227
CIDm00108001	CIDs00443586	DrugBank	DB04228
CIDm05289611	CIDs05289611	DrugBank	DB04229
CIDm03250250	CIDs46936927	DrugBank	DB04230
CIDm00446590	CIDs00446590	DrugBank	DB04231
CIDm00004230	CIDs05289389	DrugBank	DB04232
CIDm00005414	CIDs00005414	DrugBank	DB04233
CIDm05288867	CIDs05288867	DrugBank	DB04234
CIDm00138490	CIDs46936928	DrugBank	DB04235
CIDm00010684	CIDs02734050	DrugBank	DB04236
CIDm00448009	CIDs00448009	DrugBank	DB04237
CIDm00446604	CIDs46936929	DrugBank	DB04238
CIDm06323390	CIDs06323390	DrugBank	DB04239
CIDm04474227	CIDs05288133	DrugBank	DB04240
CIDm00445009	CIDs00445009	DrugBank	DB04241
CIDm00000135	CIDs00000135	DrugBank	DB04242
CIDm00167958	CIDs46936930	DrugBank	DB04243
CIDm00001357	CIDs46936931	DrugBank	DB04244
CIDm04634234	CIDs21633245	DrugBank	DB04245
CIDm05326687	CIDs05326687	DrugBank	DB04246
CIDm00000832	CIDs00152441	DrugBank	DB04247
CIDm00000871	CIDs46936192	DrugBank	DB04248
CIDm06323369	CIDs46936932	DrugBank	DB04249
CIDm00020689	CIDs00020689	DrugBank	DB04250
CIDm06383949	CIDs06383950	DrugBank	DB04251
CIDm00000279	CIDs00093072	DrugBank	DB04252
CIDm00089105	CIDs00089105	DrugBank	DB04253
CIDm00448976	CIDs00448976	DrugBank	DB04254
CIDm00445305	CIDs46936933	DrugBank	DB04255
CIDm00001222	CIDs07019267	DrugBank	DB04256
CIDm00004668	CIDs05282745	DrugBank	DB04257
CIDm00060821	CIDs46936934	DrugBank	DB04258
CIDm00165838	CIDs46936935	DrugBank	DB04259
CIDm00448999	CIDs00448999	DrugBank	DB04260
CIDm00000276	CIDs00000276	DrugBank	DB04261
CIDm00185679	CIDs46936818	DrugBank	DB04262
CIDm00123865	CIDs46936936	DrugBank	DB04263
CIDm00001404	CIDs00444729	DrugBank	DB04264
CIDm00000906	CIDs36690637	DrugBank	DB04265
CIDm00001789	CIDs46936937	DrugBank	DB04266
CIDm00010367	CIDs00010367	DrugBank	DB04267
CIDm04622009	CIDs46936938	DrugBank	DB04268
CIDm04628293	CIDs46936939	DrugBank	DB04269
CIDm00446758	CIDs00446758	DrugBank	DB04270
CIDm00215436	CIDs00215436	DrugBank	DB04271
CIDm00000311	CIDs00000311	DrugBank	DB04272
CIDm00121938	CIDs00121938	DrugBank	DB04273
CIDm00001890	CIDs00688857	DrugBank	DB04274
CIDm00000903	CIDs00000903	DrugBank	DB04275
CIDm00003186	CIDs05288145	DrugBank	DB04276
CIDm00000603	CIDs05459952	DrugBank	DB04277
CIDm03250248	CIDs46936940	DrugBank	DB04278
CIDm00000036	CIDs05488912	DrugBank	DB04279
CIDm00449076	CIDs46936941	DrugBank	DB04280
CIDm05287621	CIDs05287621	DrugBank	DB04281
CIDm00315411	CIDs05288324	DrugBank	DB04282
CIDm00447087	CIDs00447087	DrugBank	DB04283
CIDm00000554	CIDs07016562	DrugBank	DB04284
CIDm00448025	CIDs21145368	DrugBank	DB04285
CIDm00000229	CIDs00441481	DrugBank	DB04286
CIDm00446400	CIDs46936942	DrugBank	DB04287
CIDm00003543	CIDs00003543	DrugBank	DB04288
CIDm00447767	CIDs00447767	DrugBank	DB04289
CIDm00000291	CIDs06093199	DrugBank	DB04290
CIDm00036143	CIDs00036143	DrugBank	DB04291
CIDm23644196	CIDs46936944	DrugBank	DB04292
CIDm00003956	CIDs12897341	DrugBank	DB04293
CIDm00448176	CIDs46936945	DrugBank	DB04294
CIDm00446600	CIDs46936946	DrugBank	DB04295
CIDm00440805	CIDs28125465	DrugBank	DB04296
CIDm00005562	CIDs00444732	DrugBank	DB04297
CIDm54688711	CIDs54688711	DrugBank	DB04298
CIDm00000723	CIDs00444972	DrugBank	DB04299
CIDm00000477	CIDs00121969	DrugBank	DB04300
CIDm00002384	CIDs00002384	DrugBank	DB04301
CIDm00073097	CIDs00445629	DrugBank	DB04302
CIDm00445994	CIDs00446874	DrugBank	DB04303
CIDm00000604	CIDs06857417	DrugBank	DB04304
CIDm00006590	CIDs00006590	DrugBank	DB04305
CIDm00446245	CIDs00446245	DrugBank	DB04306
CIDm05289289	CIDs05289289	DrugBank	DB04307
CIDm00036143	CIDs00036143	DrugBank	DB04308
CIDm00002020	CIDs00443600	DrugBank	DB04310
CIDm00083242	CIDs00083242	DrugBank	DB04311
CIDm00447153	CIDs00447153	DrugBank	DB04312
CIDm00000852	CIDs05287600	DrugBank	DB04313
CIDm00079143	CIDs00079143	DrugBank	DB04314
CIDm00000730	CIDs06453837	DrugBank	DB04315
CIDm00002930	CIDs00446049	DrugBank	DB04316
CIDm00367584	CIDs00367584	DrugBank	DB04317
CIDm00446143	CIDs46936947	DrugBank	DB04318
CIDm00000840	CIDs06713579	DrugBank	DB04319
CIDm00446627	CIDs00446627	DrugBank	DB04320
CIDm00446896	CIDs00446896	DrugBank	DB04321
CIDm00001773	CIDs09846239	DrugBank	DB04322
CIDm04470175	CIDs46936948	DrugBank	DB04323
CIDm03277971	CIDs05289086	DrugBank	DB04324
CIDm00001001	CIDs00001001	DrugBank	DB04325
CIDm00000668	CIDs00000668	DrugBank	DB04326
CIDm00102547	CIDs17754130	DrugBank	DB04327
CIDm00001095	CIDs46936949	DrugBank	DB04328
CIDm00008405	CIDs00008405	DrugBank	DB04329
CIDm05287508	CIDs46936950	DrugBank	DB04330
CIDm00794323	CIDs00794323	DrugBank	DB04331
CIDm00090263	CIDs00090263	DrugBank	DB04332
CIDm00024249	CIDs00024249	DrugBank	DB04333
CIDm00123871	CIDs00123871	DrugBank	DB04334
CIDm00000804	CIDs00006021	DrugBank	DB04335
CIDm00002014	CIDs00002014	DrugBank	DB04336
CIDm00011646	CIDs00011646	DrugBank	DB04337
CIDm00005164	CIDs00005164	DrugBank	DB04338
CIDm00001080	CIDs00193653	DrugBank	DB04339
CIDm06398365	CIDs06398365	DrugBank	DB04340
CIDm00449342	CIDs46936951	DrugBank	DB04341
CIDm00003889	CIDs05488644	DrugBank	DB04342
CIDm00000760	CIDs00000760	DrugBank	DB04343
CIDm00007991	CIDs00007991	DrugBank	DB04344
CIDm05326566	CIDs05326566	DrugBank	DB04345
CIDm00448719	CIDs46936952	DrugBank	DB04346
CIDm00001653	CIDs46936953	DrugBank	DB04347
CIDm00005246	CIDs46936954	DrugBank	DB04348
CIDm00001030	CIDs00439846	DrugBank	DB04349
CIDm00449123	CIDs00449123	DrugBank	DB04350
CIDm00000309	CIDs00643757	DrugBank	DB04351
CIDm00439167	CIDs46876838	DrugBank	DB04352
CIDm03332064	CIDs46936955	DrugBank	DB04353
CIDm00001166	CIDs46936243	DrugBank	DB04355
CIDm00100684	CIDs00100684	DrugBank	DB04356
CIDm00095054	CIDs00095054	DrugBank	DB04357
CIDm00062474	CIDs00062474	DrugBank	DB04359
CIDm00002359	CIDs00002359	DrugBank	DB04360
CIDm00123421	CIDs00123421	DrugBank	DB04361
CIDm00656929	CIDs06323213	DrugBank	DB04362
CIDm04478237	CIDs46936957	DrugBank	DB04363
CIDm00000179	CIDs00447765	DrugBank	DB04364
CIDm00002230	CIDs00002230	DrugBank	DB04365
CIDm00446090	CIDs46936958	DrugBank	DB04366
CIDm00002960	CIDs03037580	DrugBank	DB04367
CIDm00002304	CIDs00159596	DrugBank	DB04368
CIDm05289333	CIDs05289333	DrugBank	DB04369
CIDm00023850	CIDs00115015	DrugBank	DB04370
CIDm00001514	CIDs00001514	DrugBank	DB04371
CIDm00102535	CIDs46936959	DrugBank	DB04372
CIDm00001724	CIDs00446912	DrugBank	DB04373
CIDm00444302	CIDs00444302	DrugBank	DB04374
CIDm00000146	CIDs46936961	DrugBank	DB04375
CIDm00499953	CIDs00499953	DrugBank	DB04376
CIDm00001662	CIDs00001662	DrugBank	DB04377
CIDm00001644	CIDs00446917	DrugBank	DB04378
CIDm00444567	CIDs00444567	DrugBank	DB04379
CIDm00000203	CIDs00000203	DrugBank	DB04380
CIDm00020138	CIDs00447466	DrugBank	DB04381
CIDm00000040	CIDs06992106	DrugBank	DB04382
CIDm00079019	CIDs00640993	DrugBank	DB04383
CIDm00001652	CIDs46936962	DrugBank	DB04385
CIDm00133960	CIDs46936963	DrugBank	DB04386
CIDm00444569	CIDs00444569	DrugBank	DB04387
CIDm00000844	CIDs00193305	DrugBank	DB04388
CIDm00445617	CIDs70789239	DrugBank	DB04389
CIDm03396560	CIDs03396560	DrugBank	DB04390
CIDm00002037	CIDs46936965	DrugBank	DB04391
CIDm04474225	CIDs17753965	DrugBank	DB04392
CIDm00018807	CIDs00018807	DrugBank	DB04393
CIDm03092847	CIDs03092847	DrugBank	DB04394
CIDm00004795	CIDs44462678	DrugBank	DB04395
CIDm00119138	CIDs46936966	DrugBank	DB04396
CIDm05289552	CIDs46936967	DrugBank	DB04397
CIDm00000612	CIDs00061503	DrugBank	DB04398
CIDm00002513	CIDs00002513	DrugBank	DB04399
CIDm00000252	CIDs05460203	DrugBank	DB04400
CIDm00000249	CIDs00000249	DrugBank	DB04401
CIDm00003776	CIDs00003776	DrugBank	DB04402
CIDm00001015	CIDs00001015	DrugBank	DB04403
CIDm00002095	CIDs46936968	DrugBank	DB04404
CIDm00448384	CIDs09869365	DrugBank	DB04405
CIDm00001629	CIDs00001629	DrugBank	DB04406
CIDm00447960	CIDs00447960	DrugBank	DB04407
CIDm00447545	CIDs46936969	DrugBank	DB04408
CIDm00004437	CIDs00004437	DrugBank	DB04409
CIDm00016259	CIDs00016259	DrugBank	DB04410
CIDm00004647	CIDs00445896	DrugBank	DB04411
CIDm00097535	CIDs25322934	DrugBank	DB04412
CIDm05288823	CIDs05288823	DrugBank	DB04414
CIDm05289149	CIDs05289149	DrugBank	DB04415
CIDm00446165	CIDs00446165	DrugBank	DB04416
CIDm00000980	CIDs00000980	DrugBank	DB04417
CIDm00000195	CIDs00447145	DrugBank	DB04418
CIDm00009475	CIDs00456468	DrugBank	DB04419
CIDm00004478	CIDs46936970	DrugBank	DB04421
CIDm00000778	CIDs00091552	DrugBank	DB04422
CIDm05476798	CIDs05476798	DrugBank	DB04423
CIDm00005107	CIDs05497056	DrugBank	DB04424
CIDm46936972	CIDs46936972	DrugBank	DB04425
CIDm00096523	CIDs01523687	DrugBank	DB04426
CIDm03396483	CIDs46936973	DrugBank	DB04427
CIDm03325224	CIDs46936974	DrugBank	DB04428
CIDm00165506	CIDs00688859	DrugBank	DB04429
CIDm00447981	CIDs05288260	DrugBank	DB04430
CIDm00164062	CIDs46936975	DrugBank	DB04431
CIDm00448061	CIDs00448061	DrugBank	DB04432
CIDm00449095	CIDs09856385	DrugBank	DB04433
CIDm05287512	CIDs05287512	DrugBank	DB04434
CIDm00068177	CIDs00068177	DrugBank	DB04435
CIDm00092100	CIDs00643330	DrugBank	DB04436
CIDm03256862	CIDs17754108	DrugBank	DB04437
CIDm00134220	CIDs46936977	DrugBank	DB04438
CIDm00447014	CIDs46936978	DrugBank	DB04439
CIDm00068368	CIDs46936979	DrugBank	DB04440
CIDm00003367	CIDs46936980	DrugBank	DB04441
CIDm05326542	CIDs05353308	DrugBank	DB04442
CIDm00000594	CIDs00005862	DrugBank	DB04443
CIDm00023931	CIDs00024485	DrugBank	DB04445
CIDm00444753	CIDs00444753	DrugBank	DB04446
CIDm00019001	CIDs00446094	DrugBank	DB04447
CIDm00091867	CIDs00091867	DrugBank	DB04448
CIDm04633871	CIDs05288545	DrugBank	DB04449
CIDm00135074	CIDs00656917	DrugBank	DB04450
CIDm03269221	CIDs03269221	DrugBank	DB04451
CIDm00071166	CIDs00071166	DrugBank	DB04452
CIDm04369394	CIDs46936981	DrugBank	DB04453
CIDm00006657	CIDs00439691	DrugBank	DB04454
CIDm00000247	CIDs00000247	DrugBank	DB04455
CIDm00000544	CIDs00000544	DrugBank	DB04456
CIDm00000645	CIDs00065059	DrugBank	DB04457
CIDm05171959	CIDs46936982	DrugBank	DB04458
CIDm00001609	CIDs00001609	DrugBank	DB04459
CIDm00448088	CIDs46936448	DrugBank	DB04460
CIDm00000321	CIDs00000321	DrugBank	DB04461
CIDm00001694	CIDs00001694	DrugBank	DB04462
CIDm00657095	CIDs00657095	DrugBank	DB04463
CIDm00000911	CIDs00439750	DrugBank	DB04464
CIDm00000294	CIDs00062223	DrugBank	DB04465
CIDm00446313	CIDs00446313	DrugBank	DB04466
CIDm00444773	CIDs00446862	DrugBank	DB04467
CIDm00063062	CIDs05352135	DrugBank	DB04468
CIDm00656965	CIDs00656965	DrugBank	DB04469
CIDm05326664	CIDs06119063	DrugBank	DB04470
CIDm00448915	CIDs00448915	DrugBank	DB04471
CIDm09899189	CIDs11481186	DrugBank	DB04472
CIDm00000840	CIDs00439554	DrugBank	DB04473
CIDm00001369	CIDs00001369	DrugBank	DB04474
CIDm00449146	CIDs00449146	DrugBank	DB04476
CIDm00004313	CIDs46936983	DrugBank	DB04477
CIDm00132302	CIDs00132302	DrugBank	DB04478
CIDm00001750	CIDs00001750	DrugBank	DB04479
CIDm05287525	CIDs05287525	DrugBank	DB04480
CIDm00008998	CIDs00222285	DrugBank	DB04481
CIDm00002917	CIDs46936984	DrugBank	DB04482
CIDm00315411	CIDs05288324	DrugBank	DB04483
CIDm00076652	CIDs00447213	DrugBank	DB04484
CIDm00001134	CIDs03000346	DrugBank	DB04485
CIDm13988079	CIDs46936985	DrugBank	DB04486
CIDm00567743	CIDs06951122	DrugBank	DB04487
CIDm17754010	CIDs46936986	DrugBank	DB04488
CIDm00003464	CIDs00446018	DrugBank	DB04489
CIDm00205225	CIDs00205225	DrugBank	DB04490
CIDm06327350	CIDs06327350	DrugBank	DB04491
CIDm00440173	CIDs00440173	DrugBank	DB04492
CIDm00000719	CIDs15648788	DrugBank	DB04493
CIDm00447518	CIDs46936988	DrugBank	DB04495
CIDm00449303	CIDs46936989	DrugBank	DB04496
CIDm05287695	CIDs46936990	DrugBank	DB04497
CIDm04473085	CIDs46936991	DrugBank	DB04498
CIDm00007276	CIDs00114705	DrugBank	DB04499
CIDm00019266	CIDs00019266	DrugBank	DB04500
CIDm00092108	CIDs00092108	DrugBank	DB04501
CIDm17754216	CIDs46936992	DrugBank	DB04502
CIDm00001716	CIDs00445505	DrugBank	DB04503
CIDm00445281	CIDs21145267	DrugBank	DB04504
CIDm00448971	CIDs00448971	DrugBank	DB04505
CIDm00115010	CIDs05811226	DrugBank	DB04506
CIDm00003154	CIDs05284549	DrugBank	DB04507
CIDm05289570	CIDs46936993	DrugBank	DB04508
CIDm03250242	CIDs06323452	DrugBank	DB04509
CIDm00000724	CIDs05327006	DrugBank	DB04510
CIDm00248487	CIDs00448581	DrugBank	DB04511
CIDm00032594	CIDs00032594	DrugBank	DB04512
CIDm00005681	CIDs00005681	DrugBank	DB04513
CIDm00089950	CIDs46936994	DrugBank	DB04514
CIDm00444792	CIDs46936810	DrugBank	DB04515
CIDm00446513	CIDs46936995	DrugBank	DB04516
CIDm00003112	CIDs46936996	DrugBank	DB04517
CIDm00447959	CIDs00447959	DrugBank	DB04518
CIDm00000379	CIDs00000379	DrugBank	DB04519
CIDm00119404	CIDs00119404	DrugBank	DB04520
CIDm00444455	CIDs46936997	DrugBank	DB04521
CIDm00000106	CIDs00068841	DrugBank	DB04522
CIDm00448022	CIDs00448022	DrugBank	DB04523
CIDm00000869	CIDs46936998	DrugBank	DB04524
CIDm00004864	CIDs46936999	DrugBank	DB04525
CIDm00125414	CIDs46937000	DrugBank	DB04526
CIDm00152191	CIDs15991574	DrugBank	DB04527
CIDm00001493	CIDs00001493	DrugBank	DB04528
CIDm00447876	CIDs46937001	DrugBank	DB04529
CIDm00170018	CIDs00170018	DrugBank	DB04530
CIDm00076454	CIDs00193613	DrugBank	DB04531
CIDm00000798	CIDs00000798	DrugBank	DB04532
CIDm00007264	CIDs00007264	DrugBank	DB04533
CIDm00021501	CIDs00021501	DrugBank	DB04534
CIDm00078798	CIDs00078798	DrugBank	DB04535
CIDm00000295	CIDs46936347	DrugBank	DB04536
CIDm00089366	CIDs00439356	DrugBank	DB04537
CIDm00000852	CIDs05287600	DrugBank	DB04538
CIDm00003496	CIDs00003496	DrugBank	DB04539
CIDm00000304	CIDs46937002	DrugBank	DB04540
CIDm00126154	CIDs00126154	DrugBank	DB04541
CIDm00129170	CIDs46937003	DrugBank	DB04542
CIDm00446622	CIDs00446622	DrugBank	DB04543
CIDm00445723	CIDs46937004	DrugBank	DB04544
CIDm00447607	CIDs00447607	DrugBank	DB04545
CIDm00001651	CIDs46937005	DrugBank	DB04546
CIDm00445307	CIDs46937006	DrugBank	DB04547
CIDm00446228	CIDs00446228	DrugBank	DB04548
CIDm00446240	CIDs00446240	DrugBank	DB04549
CIDm00446594	CIDs00446594	DrugBank	DB04550
CIDm00000718	CIDs46937007	DrugBank	DB04551
CIDm00004488	CIDs00004488	DrugBank	DB04552
CIDm00000058	CIDs00000058	DrugBank	DB04553
CIDm00447236	CIDs46937008	DrugBank	DB04554
CIDm00000290	CIDs46937009	DrugBank	DB04555
CIDm00409441	CIDs00445892	DrugBank	DB04556
CIDm00000231	CIDs05312542	DrugBank	DB04557
CIDm00000566	CIDs00000566	DrugBank	DB04558
CIDm00181426	CIDs00181426	DrugBank	DB04559
CIDm00001698	CIDs00001698	DrugBank	DB04560
CIDm00001277	CIDs46937010	DrugBank	DB04561
CIDm00014925	CIDs00014925	DrugBank	DB04562
CIDm00447511	CIDs00447511	DrugBank	DB04563
CIDm00000736	CIDs00007027	DrugBank	DB04564
CIDm00446324	CIDs00446324	DrugBank	DB04565
CIDm00000797	CIDs05745915	DrugBank	DB04566
CIDm04627791	CIDs46937011	DrugBank	DB04567
CIDm00448820	CIDs46937012	DrugBank	DB04568
CIDm00007708	CIDs00007708	DrugBank	DB04569
CIDm00003889	CIDs00047499	DrugBank	DB04570
CIDm00005585	CIDs00005585	DrugBank	DB04571
CIDm00005453	CIDs00005453	DrugBank	DB04572
CIDm00003269	CIDs00005756	DrugBank	DB04573
CIDm00000699	CIDs03001028	DrugBank	DB04574
CIDm00001451	CIDs00009046	DrugBank	DB04575
CIDm00205131	CIDs00205131	DrugBank	DB04577
CIDm05494385	CIDs05494385	DrugBank	DB04578
CIDm05494386	CIDs05494386	DrugBank	DB04579
CIDm00011820	CIDs00011820	DrugBank	DB04580
CIDm00077918	CIDs00077918	DrugBank	DB04581
CIDm00054739	CIDs00909781	DrugBank	DB04582
CIDm05287459	CIDs05287459	DrugBank	DB04583
CIDm00193432	CIDs05702627	DrugBank	DB04584
CIDm00657085	CIDs00657085	DrugBank	DB04585
CIDm00007244	CIDs00007244	DrugBank	DB04586
CIDm05327104	CIDs05327104	DrugBank	DB04588
CIDm06102769	CIDs06102769	DrugBank	DB04590
CIDm05287492	CIDs05287492	DrugBank	DB04591
CIDm00533975	CIDs00533975	DrugBank	DB04592
CIDm05326876	CIDs05326876	DrugBank	DB04593
CIDm00181976	CIDs00181976	DrugBank	DB04594
CIDm06323191	CIDs06323191	DrugBank	DB04595
CIDm05287513	CIDs06602345	DrugBank	DB04596
CIDm00133960	CIDs04369553	DrugBank	DB04597
CIDm00114947	CIDs00114947	DrugBank	DB04598
CIDm00002196	CIDs00002196	DrugBank	DB04599
CIDm04369414	CIDs04369414	DrugBank	DB04600
CIDm04369413	CIDs04369413	DrugBank	DB04601
CIDm00451597	CIDs00451597	DrugBank	DB04602
CIDm00001830	CIDs00097297	DrugBank	DB04604
CIDm00070766	CIDs00070766	DrugBank	DB04605
CIDm05326888	CIDs05326888	DrugBank	DB04606
CIDm05330608	CIDs05330608	DrugBank	DB04607
CIDm04369491	CIDs04369491	DrugBank	DB04608
