MESH 	 drugbank_ids with | as seperator  
C018176	DB12230
C031215	DB03995
C035916	DB12472
C099154	DB11829
C034019	DB12816
D002726	DB12029
C571178	DB11666
C006308	DB04655
C500627	DB12415
D003404	DB11846
C528327	DB12500
C007542	DB07623
C109487	DB12979
C407151	DB12276
C050296	DB03656
C106263	DB12350
C406527	DB13083
C100142	DB12954
C060283	DB12179
C041667	DB12082
D008358	DB12907
C016131	DB00624
C568512	DB11671
C433985	DB03428
C028098	DB12385
C496215	DB11790
C518914	DB12338
C078904	DB12321
D010464	DB12710
D007975	DB12961
D008776	DB00959
C022571	DB02930
C549567	DB11740
C043562	DB07776
D019789	DB08837
C035394	DB12553
C103958	DB13097
D016305	DB11996
C074191	DB11892
D015739	DB08313
C026016	DB07565
C401312	DB12980
C015071	DB00856
C532366	DB12611
D010126	DB12510
C005096	DB12554
C056165	DB12618
C011825	DB00623
C006820	DB12401
C063119	DB13036
D024508	DB12647
C029943	DB11153
D008982	DB11137
D012853	DB12604
D011238	DB12832
C011175	DB00443
C531010	DB11677
C401929	DB07778
C017610	DB00623
D018738	DB08960
C032793	DB04456
C032794	DB12931
C517975	DB11689
C011550	DB11770
C039671	DB09201
C081906	DB12162
C009935	DB00860
C010680	DB04263
D003474	DB11672
C060342	DB01624
C570662	DB11974
C007975	DB00741
C054074	DB09239
D006246	DB13875
C074283	DB00783
C545088	DB05737
C057924	DB12804
C022909	DB12216
D008920	DB11716
C110051	DB13231
C100280	DB08940
C078007	DB00959
D020723	DB03156
C411652	DB03083
C066515	DB08633
D001640	DB11562
C000606543	DB12006
C487932	DB11828
C008473	DB13882
D010918	DB06153
D009756	DB06152
D001569	DB12537
C056723	DB03759
C076170	DB12523
C526550	DB12638
C003922	DB11785
C004955	DB00255
C015068	DB12110
D017830	DB04682
C523797	DB11778
C006034	DB09013
C058120	DB12156
D015544	DB03401
C002022	DB12536
C532363	DB12242
C044565	DB11688
C011369	DB11168
D011715	DB11156
C011107	DB07645
C415327	DB12938
D003518	DB13532
D006034	DB13089
C064294	DB12163
D013635	DB12859
C005948	DB06543
C038939	DB11219
C084615	DB13167
D002087	DB03568
C015586	DB12278
D002713	DB11109
C010471	DB11789
D002336	DB11695
C006566	DB13114
C020243	DB11348
D003999	DB08809
C020371	DB12545
C058249	DB11742
D002719	DB06470
C093233	DB12407
D013828	DB12829
D003683	DB08830
C061532	DB12890
D006923	DB07118
C057937	DB11705
C569750	DB12289
D005690	DB11735
D004078	DB12945
C569626	DB12649
D011562	DB11664
C034600	DB09234
C550356	DB12064
C035444	DB12127
C001750	DB09191
D010433	DB00599
C008865	DB11160
C029036	DB11874
D020887	DB11127
D007203	DB11577
C484278	DB12463
C069195	DB12863
C015408	DB12877
C112424	DB12073
C579663	DB11700
C002010	DB07347
C032462	DB03659
C006798	DB11279
D001147	DB03006
D016713	DB12693
C555019	DB05171
C471849	DB12193
C020748	DB13257
C045179	DB13099
C559815	DB11899
C032688	DB11326
D000450	DB04630
C046522	DB05869
C010423	DB06815
C515233	DB11805
C006573	DB07373
C035419	DB12948
D012493	DB12403
D013839	DB08621
C116963	DB12459
C033815	DB12485
C019476	DB03614
C038213	DB13876
D005682	DB12091
C002669	DB13063
C050319	DB13129
D006861	DB11091
C020168	DB13643
C013195	DB03459
C531198	DB11651
C054122	DB11876
D004642	DB07715
C099405	DB12470
C046318	DB12313
D012825	DB12982
D008785	DB08805
C028994	DB00443
